###globalBeforeEachFailed false
2026-02-12 16:17:56.216	INFO	utils/dataUtils.ts:8	DataUtils	Generated name 
###globalBeforeEachFailed false
2026-02-12 16:18:11.336	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByRole('link', { name: 'Settings' })
2026-02-12 16:18:11.551	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByRole('link', { name: 'Settings' })
2026-02-12 16:18:11.554	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByText('Operators')
2026-02-12 16:18:12.643	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByText('Operators')
2026-02-12 16:18:12.645	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: locator('text=ADD OPERATOR')
2026-02-12 16:18:12.915	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: locator('text=ADD OPERATOR')
2026-02-12 16:18:12.923	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('mat-form-field input[type="text"]').first() with text: "a-yIHMk"
2026-02-12 16:18:13.034	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('mat-form-field input[type="text"]').first() filled with text: "a-yIHMk"
2026-02-12 16:18:13.037	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('input[type="password"]').first() with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:13.149	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('input[type="password"]').first() filled with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:13.153	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('input[type="password"]').nth(1) with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:13.241	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('input[type="password"]').nth(1) filled with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:13.244	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('input[type="text"]').nth(1) with text: "-suppono coma adhaero"
2026-02-12 16:18:13.328	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('input[type="text"]').nth(1) filled with text: "-suppono coma adhaero"
2026-02-12 16:18:13.334	INFO	utils/browser-utils.ts:262	BrowserUtils	Unchecking checkbox: getByRole('checkbox', { name: 'Enable Two-Factor Authentication' })
2026-02-12 16:18:13.732	INFO	utils/browser-utils.ts:286	BrowserUtils	Checkbox: getByRole('checkbox', { name: 'Enable Two-Factor Authentication' }) is now unchecked.
2026-02-12 16:18:13.734	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByText('ADD', { exact: true })
2026-02-12 16:18:13.869	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByText('ADD', { exact: true })
2026-02-12 16:18:13.873	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByRole('link', { name: 'Settings' })
2026-02-12 16:18:14.078	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByRole('link', { name: 'Settings' })
2026-02-12 16:18:14.079	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByText('Operators')
2026-02-12 16:18:14.269	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByText('Operators')
2026-02-12 16:18:14.279	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-yIHMk' }).first() to be visible.
2026-02-12 16:18:16.828	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-yIHMk' }).first() to be visible.
2026-02-12 16:18:23.476	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-yIHMk' }).first() to be visible.
2026-02-12 16:18:30.097	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-yIHMk' }).first() to be visible.
2026-02-12 16:18:36.749	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-yIHMk' }).first() to be visible.
2026-02-12 16:18:43.382	INFO	utils/browser-utils.ts:146	BrowserUtils	Waiting for selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-yIHMk' }).first() to be visible.
2026-02-12 16:18:43.391	INFO	utils/browser-utils.ts:148	BrowserUtils	Selector: locator('//td[contains(@class,\'cdk-column-OPERATOR_NAME\')]').filter({ hasText: 'a-yIHMk' }).first() is now visible.
2026-02-12 16:18:43.536	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: locator('//span[normalize-space()=\'COPY OPERATOR\']')
2026-02-12 16:18:43.691	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: locator('//span[normalize-space()=\'COPY OPERATOR\']')
2026-02-12 16:18:43.693	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('//input[@placeholder=\'Enter Operator Username\']') with text: "a-T9GNp"
2026-02-12 16:18:43.761	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('//input[@placeholder=\'Enter Operator Username\']') filled with text: "a-T9GNp"
2026-02-12 16:18:43.766	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('//input[@placeholder=\'Enter New Password\']') with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:43.934	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('//input[@placeholder=\'Enter New Password\']') filled with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:43.938	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('//input[@placeholder=\'Enter Confirm Password\']') with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:44.035	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('//input[@placeholder=\'Enter Confirm Password\']') filled with text: "On!1tgG39nInnnoVI6A"
2026-02-12 16:18:44.040	INFO	utils/browser-utils.ts:127	BrowserUtils	Filling input field: locator('//input[@placeholder=\'Enter Description\']') with text: "-suppono coma adhaero"
2026-02-12 16:18:44.137	INFO	utils/browser-utils.ts:134	BrowserUtils	Input field: locator('//input[@placeholder=\'Enter Description\']') filled with text: "-suppono coma adhaero"
2026-02-12 16:18:44.139	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByText('ADD USER OPERATOR')
2026-02-12 16:18:44.270	INFO	utils/browser-utils.ts:60	BrowserUtils	Clicked on element: getByText('ADD USER OPERATOR')
2026-02-12 16:18:44.273	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByRole('link', { name: 'Settings' })
2026-02-12 16:19:04.295	INFO	utils/browser-utils.ts:51	BrowserUtils	Clicking on element: getByRole('link', { name: 'Settings' })
